Кол-во элементов;Кол-во перестановок;Кол-во итераций;Время на сортировку;Тип сортировки
73700;0;1105526;0.010035;shellSort
73800;0;1107020;0.009661;shellSort
73900;0;1108522;0.012464;shellSort
74000;0;1110020;0.012522;shellSort
74100;0;1111523;0.011236;shellSort
74200;0;1113023;0.011896;shellSort
74300;0;1114523;0.010175;shellSort
74400;0;1116021;0.009452;shellSort
74500;0;1117521;0.009752;shellSort
74600;0;1119023;0.010667;shellSort
74700;0;1120524;0.012329;shellSort
74800;0;1122021;0.012018;shellSort
74900;0;1123522;0.009890;shellSort
75000;0;1125024;0.010712;shellSort
75100;0;1126524;0.009797;shellSort
75200;0;1128022;0.009598;shellSort
75300;0;1129522;0.010094;shellSort
75400;0;1131022;0.009989;shellSort
75500;0;1132525;0.013168;shellSort
75600;0;1134023;0.010503;shellSort
75700;0;1135525;0.009764;shellSort
75800;0;1137021;0.009893;shellSort
75900;0;1138524;0.009706;shellSort
76000;0;1140022;0.010182;shellSort
76100;0;1141522;0.011628;shellSort
76200;0;1143023;0.012720;shellSort
76300;0;1144522;0.012673;shellSort
76400;0;1146023;0.011054;shellSort
76500;0;1147524;0.009454;shellSort
76600;0;1149024;0.010159;shellSort
76700;0;1150525;0.011737;shellSort
76800;0;1152020;0.009750;shellSort
76900;0;1153523;0.013045;shellSort
77000;0;1155023;0.010013;shellSort
77200;0;1158023;0.010776;shellSort
77300;0;1159526;0.009875;shellSort
77400;0;1161024;0.010526;shellSort
77500;0;1162526;0.010290;shellSort
77600;0;1164023;0.011847;shellSort
77700;0;1165524;0.010095;shellSort
77800;0;1167026;0.010296;shellSort
77900;0;1168522;0.012014;shellSort
78000;0;1170022;0.010339;shellSort
78100;0;1171522;0.010778;shellSort
78200;0;1173024;0.010870;shellSort
78300;0;1174525;0.010212;shellSort
78400;0;1176021;0.010463;shellSort
78500;0;1177523;0.011849;shellSort
78600;0;1179022;0.010861;shellSort
78700;0;1180525;0.014864;shellSort
78800;0;1182024;0.014674;shellSort
78900;0;1183523;0.011736;shellSort
79000;0;1185023;0.010884;shellSort
79100;0;1186526;0.010254;shellSort
79200;0;1188023;0.010224;shellSort
79300;0;1189524;0.011252;shellSort
79400;0;1191023;0.010118;shellSort
79500;0;1192524;0.010548;shellSort
79600;0;1194025;0.010758;shellSort
79700;0;1195525;0.013410;shellSort
79800;0;1197026;0.010791;shellSort
79900;0;1198523;0.011576;shellSort
80000;0;1200021;0.012430;shellSort
80100;0;1201524;0.010231;shellSort
80200;0;1203023;0.010812;shellSort
80300;0;1204525;0.012119;shellSort
80400;0;1206022;0.012073;shellSort
80500;0;1207525;0.013084;shellSort
80600;0;1209025;0.012209;shellSort
80700;0;1210526;0.012072;shellSort
80800;0;1212024;0.010290;shellSort
80900;0;1213522;0.010045;shellSort
81000;0;1215024;0.010376;shellSort
81100;0;1216525;0.010991;shellSort
81200;0;1218024;0.010623;shellSort
81300;0;1219525;0.010825;shellSort
81400;0;1221027;0.012750;shellSort
81500;0;1222526;0.011164;shellSort
81700;0;1225525;0.013141;shellSort
81800;0;1227025;0.012435;shellSort
81900;0;1228528;0.014792;shellSort
82000;0;1230020;0.013976;shellSort
82100;0;1231522;0.012267;shellSort
82200;0;1233021;0.013489;shellSort
82300;0;1234524;0.010992;shellSort
82400;0;1236022;0.012495;shellSort
82500;0;1237521;0.010555;shellSort
82600;0;1239022;0.010721;shellSort
82700;0;1240522;0.011599;shellSort
82800;0;1242023;0.011878;shellSort
82900;0;1243524;0.013815;shellSort
83000;0;1245022;0.014825;shellSort
